"entitynum","samplenum","varname","varnum","count"
20.00,1.00,"Atriplex-type",,23.00
20.00,1.00,"Blepharis-type",2225.00,1.00
20.00,1.00,"Celosia-type",643.00,4.00
20.00,1.00,"Chenopodium-type",409.00,7.00
20.00,1.00,"Cichorieae undiff.",1180.00,43.00
20.00,1.00,"Clematis-type",1210.00,3.00
20.00,1.00,"Cocculus pendulus-type",2866.00,2.00
20.00,1.00,"Combretaceae undiff.",1187.00,1.00
20.00,1.00,"Convolvulus-type",661.00,4.00
20.00,1.00,"Conyza",,9.00
20.00,1.00,"Cynoglossum-type",3394.00,9.00
20.00,1.00,"Cyperaceae undiff.",1190.00,29.00
20.00,1.00,"Dodonaea viscosa-type",1222.00,7.00
20.00,1.00,"Ephedra distachya-type",2277.00,1.00
20.00,1.00,"Ephedra fragilis-type",2065.00,1.00
20.00,1.00,"Euphorbia-type",529.00,14.00
20.00,1.00,"Heliotropium ramosissimum-type",2662.00,1.00
20.00,1.00,"Indeterminable",1198.00,32.00
20.00,1.00,"Lotus arabicus-type",362.00,3.00
20.00,1.00,"Olea europaea-type",1755.00,1.00
20.00,1.00,"Oxalis",2632.00,1.00
20.00,1.00,"Plantago ciliata-type",,1.00
20.00,1.00,"Poaceae undiff.",1207.00,64.00
20.00,1.00,"Polycarpon-type",2060.00,2.00
20.00,1.00,"Polygala-type",110.00,3.00
20.00,1.00,"Prosopis-type africana",3947.00,2.00
20.00,1.00,"Pulicaria",3644.00,8.00
20.00,1.00,"Rumex",146.00,5.00
20.00,1.00,"Tamarix",260.00,7.00
20.00,1.00,"Tribulus",440.00,4.00
20.00,1.00,"Vernonia perrottetii-type",1287.00,8.00
20.00,1.00,"Ziziphus-type spina-christi",,2.00
21.00,1.00,"Acacia",37.00,25.00
21.00,1.00,"Aerva-type lanata",1096.00,59.00
21.00,1.00,"Alternanthera",179.00,2.00
21.00,1.00,"Amaranthus-type",789.00,19.00
21.00,1.00,"Arnebia hispidissima-type",2659.00,3.00
21.00,1.00,"Artemisia",252.00,5.00
21.00,1.00,"Arthrocnemum macrostachyum-type",,20.00
21.00,1.00,"Atriplex-type",,10.00
21.00,1.00,"Celosia-type",643.00,3.00
21.00,1.00,"Chenopodium-type",409.00,7.00
21.00,1.00,"Cichorieae undiff.",1180.00,2.00
21.00,1.00,"Conyza",,1.00
21.00,1.00,"Cynoglossum-type",3394.00,2.00
21.00,1.00,"Cyperaceae undiff.",1190.00,25.00
21.00,1.00,"Dodonaea viscosa-type",1222.00,4.00
21.00,1.00,"Euphorbia-type",529.00,10.00
21.00,1.00,"Fagonia",422.00,2.00
21.00,1.00,"Filago-type",,1.00
21.00,1.00,"Indeterminable",1198.00,12.00
21.00,1.00,"Plantago ciliata-type",,3.00
21.00,1.00,"Poaceae undiff.",1207.00,61.00
21.00,1.00,"Tamarix",260.00,1.00
21.00,1.00,"Tribulus",440.00,2.00
21.00,1.00,"Zygophyllum simplex-type",2425.00,3.00
22.00,1.00,"Aaronsohnia-type pubescens",,4.00
22.00,1.00,"Acacia",37.00,40.00
22.00,1.00,"Aerva-type lanata",1096.00,142.00
22.00,1.00,"Amaranthus-type",789.00,149.00
22.00,1.00,"Andrachne aspera-type",,1.00
22.00,1.00,"Apiaceae undiff.",1171.00,6.00
22.00,1.00,"Artemisia",252.00,11.00
22.00,1.00,"Arthrocnemum macrostachyum-type",,25.00
22.00,1.00,"Asphodelus",2502.00,27.00
22.00,1.00,"Atriplex-type",,247.00
22.00,1.00,"Blepharis-type",2225.00,17.00
22.00,1.00,"Brassicaceae undiff.",1182.00,5.00
22.00,1.00,"Caesalpinia-type",1087.00,10.00
22.00,1.00,"Carthamus-type",,1.00
22.00,1.00,"Celosia-type",643.00,5.00
22.00,1.00,"Chenopodium-type",409.00,96.00
22.00,1.00,"Chrozophora verbascifolia-type",,1.00
22.00,1.00,"Cichorieae undiff.",1180.00,15.00
22.00,1.00,"Cistanche",2831.00,3.00
22.00,1.00,"Citrus",1709.00,3.00
22.00,1.00,"Combretaceae undiff.",1187.00,2.00
22.00,1.00,"Convolvulus-type",661.00,1.00
22.00,1.00,"Conyza",,113.00
22.00,1.00,"Crudia-type",2009.00,2.00
22.00,1.00,"Cynoglossum-type",3394.00,6.00
22.00,1.00,"Cyperaceae undiff.",1190.00,73.00
22.00,1.00,"Dipterygium-type glaucum",3724.00,2.00
22.00,1.00,"Dodonaea viscosa-type",1222.00,2.00
22.00,1.00,"Ephedra distachya-type",2277.00,4.00
22.00,1.00,"Ephedra fragilis-type",2065.00,9.00
22.00,1.00,"Euphorbia-type",529.00,23.00
22.00,1.00,"Gentianaceae undiff.",3866.00,2.00
22.00,1.00,"Helianthemum",2491.00,2.00
22.00,1.00,"Heliotropium ramosissimum-type",2662.00,1.00
22.00,1.00,"Indeterminable",1198.00,130.00
22.00,1.00,"Kohautia",295.00,2.00
22.00,1.00,"Lamiaceae undiff.",1199.00,1.00
22.00,1.00,"Linum strictum-type",,1.00
22.00,1.00,"Lippia-type",710.00,1.00
22.00,1.00,"Lotus arabicus-type",362.00,25.00
22.00,1.00,"Myrica",136.00,1.00
22.00,1.00,"Ophioglossum",1059.00,2.00
22.00,1.00,"Phyla-type",,1.00
22.00,1.00,"Poaceae undiff.",1207.00,336.00
22.00,1.00,"Podocarpus",128.00,16.00
22.00,1.00,"Polycarpaea-type",2059.00,16.00
22.00,1.00,"Polygala-type",110.00,19.00
22.00,1.00,"Prosopis-type africana",3947.00,125.00
22.00,1.00,"Pteris-type",398.00,7.00
22.00,1.00,"Pulicaria",3644.00,27.00
22.00,1.00,"Rhus-type",616.00,1.00
22.00,1.00,"Rumex",146.00,11.00
22.00,1.00,"Syzygium-type",5.00,1.00
22.00,1.00,"Tamarix",260.00,7.00
22.00,1.00,"Tribulus",440.00,9.00
22.00,1.00,"Urticaceae undiff.",1232.00,15.00
22.00,1.00,"Vernonia perrottetii-type",1287.00,18.00
22.00,1.00,"Ziziphus-type spina-christi",,15.00
23.00,1.00,"Acacia",37.00,11.00
23.00,1.00,"Aerva-type lanata",1096.00,135.00
23.00,1.00,"Amaranthus-type",789.00,30.00
23.00,1.00,"Apiaceae undiff.",1171.00,7.00
23.00,1.00,"Artemisia",252.00,14.00
23.00,1.00,"Arthrocnemum macrostachyum-type",,2.00
23.00,1.00,"Asphodelus",2502.00,7.00
23.00,1.00,"Atriplex-type",,111.00
23.00,1.00,"Blepharis-type",2225.00,26.00
23.00,1.00,"Chenopodium-type",409.00,3.00
23.00,1.00,"Cichorieae undiff.",1180.00,13.00
23.00,1.00,"Citrus",1709.00,2.00
23.00,1.00,"Combretaceae undiff.",1187.00,1.00
23.00,1.00,"Convolvulus-type",661.00,1.00
23.00,1.00,"Conyza",,152.00
23.00,1.00,"Cyperaceae undiff.",1190.00,84.00
23.00,1.00,"Dipterygium-type glaucum",3724.00,1.00
23.00,1.00,"Dodonaea viscosa-type",1222.00,3.00
23.00,1.00,"Ephedra fragilis-type",2065.00,5.00
23.00,1.00,"Euphorbia-type",529.00,3.00
23.00,1.00,"Indeterminable",1198.00,139.00
23.00,1.00,"Lamiaceae undiff.",1199.00,1.00
23.00,1.00,"Oxalis",2632.00,3.00
23.00,1.00,"Pinus",437.00,1.00
23.00,1.00,"Plantago ciliata-type",,1.00
23.00,1.00,"Poaceae undiff.",1207.00,126.00
23.00,1.00,"Polycarpaea-type",2059.00,7.00
23.00,1.00,"Polycarpon-type",2060.00,4.00
23.00,1.00,"Polygala-type",110.00,1.00
23.00,1.00,"Polypodium-type polypodioides",3541.00,1.00
23.00,1.00,"Prosopis-type africana",3947.00,20.00
23.00,1.00,"Salvadora persica-type",2257.00,2.00
23.00,1.00,"Tribulus",440.00,7.00
23.00,1.00,"Urticaceae undiff.",1232.00,6.00
23.00,1.00,"Vernonia perrottetii-type",1287.00,11.00
23.00,1.00,"Ziziphus-type spina-christi",,1.00
23.00,1.00,"Zygophyllum simplex-type",2425.00,14.00
24.00,1.00,"Acacia",37.00,1.00
24.00,1.00,"Aerva-type lanata",1096.00,60.00
24.00,1.00,"Amaranthus-type",789.00,45.00
24.00,1.00,"Artemisia",252.00,2.00
24.00,1.00,"Arthrocnemum macrostachyum-type",,6.00
24.00,1.00,"Atriplex-type",,80.00
24.00,1.00,"Brassicaceae undiff.",1182.00,1.00
24.00,1.00,"Chenopodium-type",409.00,4.00
24.00,1.00,"Conyza",,3.00
24.00,1.00,"Cyperaceae undiff.",1190.00,98.00
24.00,1.00,"Dodonaea viscosa-type",1222.00,3.00
24.00,1.00,"Ephedra fragilis-type",2065.00,4.00
24.00,1.00,"Indeterminable",1198.00,63.00
24.00,1.00,"Plantago ciliata-type",,3.00
24.00,1.00,"Poaceae undiff.",1207.00,138.00
24.00,1.00,"Polycarpaea-type",2059.00,2.00
24.00,1.00,"Polycarpon-type",2060.00,6.00
24.00,1.00,"Prosopis-type africana",3947.00,2.00
24.00,1.00,"Rumex",146.00,1.00
24.00,1.00,"Ruppia maritima",4078.00,8257.00
24.00,1.00,"Syzygium-type",5.00,1.00
24.00,1.00,"Tamarix",260.00,29.00
24.00,1.00,"Tribulus",440.00,1.00
24.00,1.00,"Urticaceae undiff.",1232.00,2.00
24.00,1.00,"Zygophyllum simplex-type",2425.00,198.00
25.00,1.00,"Aaronsohnia-type pubescens",,78.00
25.00,1.00,"Acacia",37.00,4.00
25.00,1.00,"Aerva-type lanata",1096.00,52.00
25.00,1.00,"Amaranthus-type",789.00,44.00
25.00,1.00,"Anticharis-type",,90.00
25.00,1.00,"Apiaceae undiff.",1171.00,2.00
25.00,1.00,"Artemisia",252.00,9.00
25.00,1.00,"Arthrocnemum macrostachyum-type",,9.00
25.00,1.00,"Atriplex-type",,43.00
25.00,1.00,"Chenopodium-type",409.00,4.00
25.00,1.00,"Cichorieae undiff.",1180.00,6.00
25.00,1.00,"Combretaceae undiff.",1187.00,1.00
25.00,1.00,"Conyza",,138.00
25.00,1.00,"Corchorus-type",2075.00,1.00
25.00,1.00,"Cyperaceae undiff.",1190.00,25.00
25.00,1.00,"Dodonaea viscosa-type",1222.00,115.00
25.00,1.00,"Ephedra distachya-type",2277.00,46.00
25.00,1.00,"Ephedra fragilis-type",2065.00,2.00
25.00,1.00,"Euphorbia-type",529.00,48.00
25.00,1.00,"Filago-type",,3.00
25.00,1.00,"Heliotropium ramosissimum-type",2662.00,1.00
25.00,1.00,"Indeterminable",1198.00,60.00
25.00,1.00,"Lotus arabicus-type",362.00,10.00
25.00,1.00,"Myrica",136.00,1.00
25.00,1.00,"Olea europaea-type",1755.00,619.00
25.00,1.00,"Plantago ciliata-type",,1.00
25.00,1.00,"Poaceae undiff.",1207.00,184.00
25.00,1.00,"Pulicaria",3644.00,435.00
25.00,1.00,"Rhanterium-type",,16.00
25.00,1.00,"Tribulus",440.00,2.00
25.00,1.00,"Typha",112.00,2.00
25.00,1.00,"Urticaceae undiff.",1232.00,2.00
25.00,1.00,"Vernonia perrottetii-type",1287.00,3.00
26.00,1.00,"Aaronsohnia-type pubescens",,54.00
26.00,1.00,"Acacia",37.00,1.00
26.00,1.00,"Aerva-type lanata",1096.00,14.00
26.00,1.00,"Amaranthus-type",789.00,11.00
26.00,1.00,"Anticharis-type",,105.00
26.00,1.00,"Apiaceae undiff.",1171.00,1.00
26.00,1.00,"Artemisia",252.00,9.00
26.00,1.00,"Arthrocnemum macrostachyum-type",,22.00
26.00,1.00,"Asphodelus",2502.00,3.00
26.00,1.00,"Atriplex-type",,21.00
26.00,1.00,"Celosia-type",643.00,2.00
26.00,1.00,"Chenopodium-type",409.00,4.00
26.00,1.00,"Cichorieae undiff.",1180.00,4.00
26.00,1.00,"Convolvulus-type",661.00,1.00
26.00,1.00,"Conyza",,76.00
26.00,1.00,"Cyperaceae undiff.",1190.00,17.00
26.00,1.00,"Dodonaea viscosa-type",1222.00,41.00
26.00,1.00,"Ephedra distachya-type",2277.00,6.00
26.00,1.00,"Ephedra fragilis-type",2065.00,3.00
26.00,1.00,"Euphorbia-type",529.00,35.00
26.00,1.00,"Helianthemum",2491.00,2.00
26.00,1.00,"Indeterminable",1198.00,34.00
26.00,1.00,"Nyctaginaceae undiff.",3970.00,1.00
26.00,1.00,"Olea europaea-type",1755.00,58.00
26.00,1.00,"Plantago ciliata-type",,1.00
26.00,1.00,"Poaceae undiff.",1207.00,90.00
26.00,1.00,"Polygala-type",110.00,2.00
26.00,1.00,"Pulicaria",3644.00,87.00
26.00,1.00,"Rhanterium-type",,7.00
26.00,1.00,"Tribulus",440.00,2.00
26.00,1.00,"Typha",112.00,1.00
26.00,1.00,"Vernonia perrottetii-type",1287.00,2.00
27.00,1.00,"Aaronsohnia-type pubescens",,3.00
27.00,1.00,"Acacia",37.00,38.00
27.00,1.00,"Aerva-type lanata",1096.00,32.00
27.00,1.00,"Amaranthus-type",789.00,35.00
27.00,1.00,"Anticharis-type",,183.00
27.00,1.00,"Apiaceae undiff.",1171.00,5.00
27.00,1.00,"Artemisia",252.00,3.00
27.00,1.00,"Arthrocnemum macrostachyum-type",,4.00
27.00,1.00,"Asphodelus",2502.00,6.00
27.00,1.00,"Atriplex-type",,23.00
27.00,1.00,"Chenopodium-type",409.00,3.00
27.00,1.00,"Cichorieae undiff.",1180.00,19.00
27.00,1.00,"Conyza",,63.00
27.00,1.00,"Cyperaceae undiff.",1190.00,35.00
27.00,1.00,"Dodonaea viscosa-type",1222.00,50.00
27.00,1.00,"Ephedra distachya-type",2277.00,9.00
27.00,1.00,"Ephedra fragilis-type",2065.00,6.00
27.00,1.00,"Euphorbia-type",529.00,42.00
27.00,1.00,"Helianthemum",2491.00,11.00
27.00,1.00,"Heliotropium ramosissimum-type",2662.00,1.00
27.00,1.00,"Indeterminable",1198.00,41.00
27.00,1.00,"Kohautia",295.00,1.00
27.00,1.00,"Linum strictum-type",,14.00
27.00,1.00,"Lotus arabicus-type",362.00,5.00
27.00,1.00,"Myrica",136.00,1.00
27.00,1.00,"Olea europaea-type",1755.00,43.00
27.00,1.00,"Plantago ciliata-type",,1.00
27.00,1.00,"Poaceae undiff.",1207.00,56.00
27.00,1.00,"Polygala-type",110.00,2.00
27.00,1.00,"Polypodium-type polypodioides",3541.00,5.00
27.00,1.00,"Pteris-type",398.00,1.00
27.00,1.00,"Pulicaria",3644.00,20.00
27.00,1.00,"Tribulus",440.00,1.00
27.00,1.00,"Ziziphus-type spina-christi",,3.00
28.00,1.00,"Aerva-type lanata",1096.00,7.00
28.00,1.00,"Amaranthus-type",789.00,2.00
28.00,1.00,"Artemisia",252.00,3.00
28.00,1.00,"Arthrocnemum macrostachyum-type",,1.00
28.00,1.00,"Atriplex-type",,3.00
28.00,1.00,"Cassia-type",45.00,1.00
28.00,1.00,"Celosia-type",643.00,2.00
28.00,1.00,"Cichorieae undiff.",1180.00,4.00
28.00,1.00,"Combretaceae undiff.",1187.00,17.00
28.00,1.00,"Convolvulus-type",661.00,1.00
28.00,1.00,"Conyza",,1.00
28.00,1.00,"Cyperaceae undiff.",1190.00,90.00
28.00,1.00,"Dodonaea viscosa-type",1222.00,2.00
28.00,1.00,"Euphorbia-type",529.00,20.00
28.00,1.00,"Heliotropium ramosissimum-type",2662.00,1.00
28.00,1.00,"Indeterminable",1198.00,15.00
28.00,1.00,"Plantago ciliata-type",,1.00
28.00,1.00,"Poaceae undiff.",1207.00,43.00
28.00,1.00,"Polycarpon-type",2060.00,3.00
28.00,1.00,"Prosopis-type africana",3947.00,10.00
28.00,1.00,"Tribulus",440.00,2.00
28.00,1.00,"Zygophyllum simplex-type",2425.00,115.00
29.00,1.00,"Acacia",37.00,11.00
29.00,1.00,"Aerva-type lanata",1096.00,45.00
29.00,1.00,"Amaranthus-type",789.00,39.00
29.00,1.00,"Artemisia",252.00,6.00
29.00,1.00,"Arthrocnemum macrostachyum-type",,1.00
29.00,1.00,"Atriplex-type",,20.00
29.00,1.00,"Blepharis-type",2225.00,7.00
29.00,1.00,"Brassicaceae undiff.",1182.00,1.00
29.00,1.00,"Chenopodium-type",409.00,1.00
29.00,1.00,"Cichorieae undiff.",1180.00,10.00
29.00,1.00,"Citrus",1709.00,3.00
29.00,1.00,"Conyza",,160.00
29.00,1.00,"Cynoglossum-type",3394.00,30.00
29.00,1.00,"Cyperaceae undiff.",1190.00,40.00
29.00,1.00,"Dodonaea viscosa-type",1222.00,6.00
29.00,1.00,"Ephedra distachya-type",2277.00,1.00
29.00,1.00,"Ephedra fragilis-type",2065.00,11.00
29.00,1.00,"Euphorbia-type",529.00,26.00
29.00,1.00,"Fagonia",422.00,16.00
29.00,1.00,"Helianthemum",2491.00,1.00
29.00,1.00,"Indeterminable",1198.00,52.00
29.00,1.00,"Lippia-type",710.00,1.00
29.00,1.00,"Lotus arabicus-type",362.00,1.00
29.00,1.00,"Olea europaea-type",1755.00,2.00
29.00,1.00,"Poaceae undiff.",1207.00,96.00
29.00,1.00,"Polycarpaea-type",2059.00,3.00
29.00,1.00,"Polycarpon-type",2060.00,3.00
29.00,1.00,"Pulicaria",3644.00,1.00
29.00,1.00,"Syzygium-type",5.00,33.00
29.00,1.00,"Tephrosia",535.00,1.00
29.00,1.00,"Tribulus",440.00,4.00
29.00,1.00,"Urticaceae undiff.",1232.00,5.00
29.00,1.00,"Vernonia perrottetii-type",1287.00,3.00
29.00,1.00,"Ziziphus-type spina-christi",,2.00
29.00,1.00,"Zygophyllum simplex-type",2425.00,58.00
30.00,1.00,"Acacia",37.00,41.00
30.00,1.00,"Aerva-type lanata",1096.00,8.00
30.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,4.00
30.00,1.00,"Amaranthus-type",789.00,4.00
30.00,1.00,"Arnebia hispidissima-type",2659.00,70.00
30.00,1.00,"Artemisia",252.00,11.00
30.00,1.00,"Arthrocnemum macrostachyum-type",,3.00
30.00,1.00,"Atriplex-type",,5.00
30.00,1.00,"Cassia-type",45.00,2.00
30.00,1.00,"Chenopodium-type",409.00,2.00
30.00,1.00,"Conyza",,1.00
30.00,1.00,"Cyperaceae undiff.",1190.00,68.00
30.00,1.00,"Dipterygium-type glaucum",3724.00,7.00
30.00,1.00,"Euphorbia-type",529.00,3.00
30.00,1.00,"Heliotropium ramosissimum-type",2662.00,2.00
30.00,1.00,"Indeterminable",1198.00,19.00
30.00,1.00,"Lamiaceae undiff.",1199.00,5.00
30.00,1.00,"Lotus arabicus-type",362.00,3.00
30.00,1.00,"Poaceae undiff.",1207.00,38.00
30.00,1.00,"Polycarpaea-type",2059.00,1.00
30.00,1.00,"Polypodium-type polypodioides",3541.00,1.00
30.00,1.00,"Rumex",146.00,1.00
30.00,1.00,"Tamarix",260.00,11.00
30.00,1.00,"Tribulus",440.00,4.00
31.00,1.00,"Acacia",37.00,1.00
31.00,1.00,"Acalypha",133.00,29.00
31.00,1.00,"Alchemilla",138.00,6.00
31.00,1.00,"Alchornea hirtella-type",,1.00
31.00,1.00,"Amaranthaceae undiff.",3578.00,2.00
31.00,1.00,"Apiaceae undiff.",1171.00,2.00
31.00,1.00,"Caryophyllaceae undiff.",927.00,2.00
31.00,1.00,"Celtis",16.00,6.00
31.00,1.00,"Coffea",2880.00,1.00
31.00,1.00,"Combretaceae undiff.",1187.00,1.00
31.00,1.00,"Cyperaceae undiff.",1190.00,1531.00
31.00,1.00,"Dodonaea viscosa-type",1222.00,1.00
31.00,1.00,"Ericaceae undiff.",1193.00,13.00
31.00,1.00,"Faurea-type",4034.00,1.00
31.00,1.00,"Galium-type",369.00,1.00
31.00,1.00,"Hagenia abyssinica",139.00,1.00
31.00,1.00,"Helichrysum-type",1321.00,4.00
31.00,1.00,"Hypericum",134.00,1.00
31.00,1.00,"Indeterminable",1198.00,13.00
31.00,1.00,"Lobelia",135.00,6.00
31.00,1.00,"Macaranga-type barteri",,1.00
31.00,1.00,"Macaranga-type capensis",3820.00,31.00
31.00,1.00,"Monocotyledoneae undiff.",1202.00,1.00
31.00,1.00,"Monoletes undiff.",1203.00,14.00
31.00,1.00,"Neoboutonia-type macrocalyx",2999.00,1.00
31.00,1.00,"Olea",170.00,2.00
31.00,1.00,"Poaceae undiff.",1207.00,69.00
31.00,1.00,"Podocarpus",128.00,37.00
31.00,1.00,"Prunus africana-type",1215.00,2.00
31.00,1.00,"Rapanea melanophloeos-type",2105.00,11.00
31.00,1.00,"Rumex",146.00,1.00
31.00,1.00,"Senecio-type",1660.00,8.00
31.00,1.00,"Subularia monticola",3671.00,1.00
31.00,1.00,"Trema-type orientalis",623.00,1.00
31.00,1.00,"Triletes undiff.",1230.00,16.00
31.00,1.00,"Undetermined",1231.00,7.00
31.00,1.00,"Urticaceae undiff.",1232.00,38.00
31.00,1.00,"Vernonia-type",644.00,1.00
32.00,1.00,"Acacia",37.00,1.00
32.00,1.00,"Alchemilla",138.00,25.00
32.00,1.00,"Amaranthaceae undiff.",3578.00,2.00
32.00,1.00,"Anthocleista grandiflora-type",3905.00,1.00
32.00,1.00,"Anthospermum",140.00,1.00
32.00,1.00,"Apiaceae undiff.",1171.00,1.00
32.00,1.00,"Artemisia afra-type",,2.00
32.00,1.00,"Carduus-type",1175.00,1.00
32.00,1.00,"Celastraceae undiff.",2719.00,1.00
32.00,1.00,"Cyperaceae undiff.",1190.00,61.00
32.00,1.00,"Faurea-type",4034.00,2.00
32.00,1.00,"Hagenia abyssinica",139.00,3.00
32.00,1.00,"Hypericum",134.00,1.00
32.00,1.00,"Neoboutonia-type macrocalyx",2999.00,1.00
32.00,1.00,"Olea",170.00,13.00
32.00,1.00,"Poaceae undiff.",1207.00,17.00
32.00,1.00,"Podocarpus",128.00,72.00
32.00,1.00,"Senecio-type",1660.00,1.00
32.00,1.00,"Stoebe kilimandscharica-type",1179.00,1.00
32.00,1.00,"Subularia monticola",3671.00,4.00
32.00,1.00,"Undetermined",1231.00,27.00
33.00,1.00,"Alchornea",118.00,2.00
33.00,1.00,"Borassus-type aethiopum",24.00,2.00
33.00,1.00,"Calamus deerratus",3994.00,1.00
33.00,1.00,"Casuarina",1360.00,1.00
33.00,1.00,"Ceiba pentandra",30.00,4.00
33.00,1.00,"Celtis/Trema",,1.00
33.00,1.00,"Combretaceae undiff.",1187.00,1.00
33.00,1.00,"Cyperaceae undiff.",1190.00,8.00
33.00,1.00,"Elaeis guineensis",23.00,5.00
33.00,1.00,"Hippocrateaceae undiff.",3872.00,1.00
33.00,1.00,"Hugonia",703.00,1.00
33.00,1.00,"Indeterminable",1198.00,1.00
33.00,1.00,"Jatropha-type",706.00,1.00
33.00,1.00,"Lygodium microphyllum",262.00,1.00
33.00,1.00,"Meliaceae/Sapotaceae undiff.",3922.00,5.00
33.00,1.00,"Mimosaceae undiff.",3942.00,3.00
33.00,1.00,"Mitragyna-type inermis",2040.00,1.00
33.00,1.00,"Monoletes undiff.",1203.00,32.00
33.00,1.00,"Poaceae undiff.",1207.00,13.00
33.00,1.00,"Pteris-type",398.00,3.00
33.00,1.00,"Rhizophora",243.00,3.00
33.00,1.00,"Rubiaceae undiff.",1219.00,3.00
33.00,1.00,"Selaginella",189.00,6.00
33.00,1.00,"Triletes undiff.",1230.00,2.00
33.00,1.00,"Uapaca",10.00,3.00
33.00,1.00,"Undetermined",1231.00,14.00
34.00,1.00,"Acacia",37.00,1.00
34.00,1.00,"Afrocrania volkensii",1282.00,1.00
34.00,1.00,"Alchemilla",138.00,24.00
34.00,1.00,"Anthospermum",140.00,4.00
34.00,1.00,"Artemisia afra-type",,1.00
34.00,1.00,"Celastraceae undiff.",2719.00,1.00
34.00,1.00,"Cyperaceae undiff.",1190.00,246.00
34.00,1.00,"Ericaceae undiff.",1193.00,3.00
34.00,1.00,"Galium-type ruwenzoriense",,1.00
34.00,1.00,"Hagenia abyssinica",139.00,2.00
34.00,1.00,"Olea",170.00,11.00
34.00,1.00,"Poaceae undiff.",1207.00,20.00
34.00,1.00,"Podocarpus",128.00,69.00
34.00,1.00,"Senecio-type",1660.00,1.00
34.00,1.00,"Undetermined",1231.00,17.00
35.00,1.00,"Alchornea",118.00,3.00
35.00,1.00,"Asteraceae undiff.",1174.00,1.00
35.00,1.00,"Ceiba pentandra",30.00,1.00
35.00,1.00,"Cyperaceae undiff.",1190.00,7.00
35.00,1.00,"Elaeis guineensis",23.00,8.00
35.00,1.00,"Hugonia",703.00,1.00
35.00,1.00,"Indeterminable",1198.00,3.00
35.00,1.00,"Mimosaceae undiff.",3942.00,1.00
35.00,1.00,"Mitragyna-type inermis",2040.00,1.00
35.00,1.00,"Monoletes undiff.",1203.00,37.00
35.00,1.00,"Palmae undiff.",2655.00,1.00
35.00,1.00,"Pinus",437.00,3.00
35.00,1.00,"Poaceae undiff.",1207.00,5.00
35.00,1.00,"Pteris-type",398.00,4.00
35.00,1.00,"Rhizophora",243.00,4.00
35.00,1.00,"Rubiaceae undiff.",1219.00,5.00
35.00,1.00,"Selaginella",189.00,5.00
35.00,1.00,"Triletes undiff.",1230.00,5.00
35.00,1.00,"Undetermined",1231.00,22.00
36.00,1.00,"Alchemilla",138.00,15.00
36.00,1.00,"Amaranthaceae undiff.",3578.00,1.00
36.00,1.00,"Cyperaceae undiff.",1190.00,31.00
36.00,1.00,"Hagenia abyssinica",139.00,1.00
36.00,1.00,"Helichrysum-type",1321.00,1.00
36.00,1.00,"Neoboutonia-type macrocalyx",2999.00,1.00
36.00,1.00,"Poaceae undiff.",1207.00,8.00
36.00,1.00,"Podocarpus",128.00,46.00
36.00,1.00,"Stoebe kilimandscharica-type",1179.00,1.00
36.00,1.00,"Undetermined",1231.00,3.00
36.00,1.00,"Valeriana",1408.00,1.00
37.00,1.00,"Alchornea",118.00,12.00
37.00,1.00,"Anthocleista",126.00,1.00
37.00,1.00,"Ceiba pentandra",30.00,1.00
37.00,1.00,"Celtis/Trema",,3.00
37.00,1.00,"Combretaceae undiff.",1187.00,3.00
37.00,1.00,"Crudia-type",2009.00,1.00
37.00,1.00,"Cyperaceae undiff.",1190.00,4.00
37.00,1.00,"Elaeis guineensis",23.00,4.00
37.00,1.00,"Hugonia",703.00,1.00
37.00,1.00,"Indeterminable",1198.00,8.00
37.00,1.00,"Lophira alata-type",3973.00,9.00
37.00,1.00,"Macaranga-type",712.00,6.00
37.00,1.00,"Meliaceae/Sapotaceae undiff.",3922.00,2.00
37.00,1.00,"Mitragyna-type inermis",2040.00,6.00
37.00,1.00,"Monoletes undiff.",1203.00,29.00
37.00,1.00,"Palmae undiff.",2655.00,2.00
37.00,1.00,"Pinus",437.00,1.00
37.00,1.00,"Poaceae undiff.",1207.00,12.00
37.00,1.00,"Podocarpus",128.00,1.00
37.00,1.00,"Pycnanthus",470.00,2.00
37.00,1.00,"Rhizophora",243.00,16.00
37.00,1.00,"Rubiaceae undiff.",1219.00,1.00
37.00,1.00,"Selaginella",189.00,3.00
37.00,1.00,"Spermacoce-type",375.00,2.00
37.00,1.00,"Triletes undiff.",1230.00,2.00
37.00,1.00,"Uapaca",10.00,2.00
37.00,1.00,"Undetermined",1231.00,30.00
38.00,1.00,"Alchemilla",138.00,8.00
38.00,1.00,"Apiaceae undiff.",1171.00,2.00
38.00,1.00,"Celastraceae undiff.",2719.00,1.00
38.00,1.00,"Cichorieae undiff.",1180.00,1.00
38.00,1.00,"Croton-type",100.00,1.00
38.00,1.00,"Cyperaceae undiff.",1190.00,66.00
38.00,1.00,"Ericaceae undiff.",1193.00,1.00
38.00,1.00,"Faurea-type",4034.00,1.00
38.00,1.00,"Hagenia abyssinica",139.00,3.00
38.00,1.00,"Olea",170.00,4.00
38.00,1.00,"Poaceae undiff.",1207.00,21.00
38.00,1.00,"Podocarpus",128.00,41.00
38.00,1.00,"Senecio-type",1660.00,1.00
38.00,1.00,"Stoebe kilimandscharica-type",1179.00,2.00
